area_name,area_code,date,new_cases,total_cases
Southwark,E09000028,20/06/2020,1,1418
Sutton,E09000029,20/06/2020,0,992
Tower Hamlets,E09000030,20/06/2020,2,788
Waltham Forest,E09000031,20/06/2020,1,988
Wandsworth,E09000032,20/06/2020,2,1127
Westminster,E09000033,20/06/2020,1,763
Barking and Dagenham,E09000002,21/06/2020,2,690
Barnet,E09000003,21/06/2020,1,1575
Bexley,E09000004,21/06/2020,1,1030
Brent,E09000005,21/06/2020,4,1707
Bromley,E09000006,21/06/2020,0,1503
Camden,E09000007,21/06/2020,0,693
Croydon,E09000008,21/06/2020,1,1834
Ealing,E09000009,21/06/2020,1,1521
Enfield,E09000010,21/06/2020,0,1157
Greenwich,E09000011,21/06/2020,0,935
Hackney and City of London,E09000012,21/06/2020,0,793
Hammersmith and Fulham,E09000013,21/06/2020,0,729
Haringey,E09000014,21/06/2020,1,734
Harrow,E09000015,21/06/2020,0,1262
Havering,E09000016,21/06/2020,0,915
Hillingdon,E09000017,21/06/2020,2,1052
Hounslow,E09000018,21/06/2020,5,1029
Islington,E09000019,21/06/2020,0,540
Kensington and Chelsea,E09000020,21/06/2020,0,550
Kingston upon Thames,E09000021,21/06/2020,0,729
Lambeth,E09000022,21/06/2020,0,1344
Lewisham,E09000023,21/06/2020,1,1181
Merton,E09000024,21/06/2020,0,916
Newham,E09000025,21/06/2020,2,1238
Redbridge,E09000026,21/06/2020,2,1083
Richmond upon Thames,E09000027,21/06/2020,0,526
Southwark,E09000028,21/06/2020,0,1418
Sutton,E09000029,21/06/2020,1,993
Tower Hamlets,E09000030,21/06/2020,0,788
Waltham Forest,E09000031,21/06/2020,1,989
Wandsworth,E09000032,21/06/2020,0,1127
Westminster,E09000033,21/06/2020,2,765
Barking and Dagenham,E09000002,22/06/2020,1,691
Barnet,E09000003,22/06/2020,0,1575
Bexley,E09000004,22/06/2020,1,1031
Brent,E09000005,22/06/2020,2,1709
Bromley,E09000006,22/06/2020,0,1503
Camden,E09000007,22/06/2020,0,693
Croydon,E09000008,22/06/2020,1,1835
Ealing,E09000009,22/06/2020,2,1523
Enfield,E09000010,22/06/2020,1,1158
Greenwich,E09000011,22/06/2020,4,939
Hackney and City of London,E09000012,22/06/2020,1,794
Hammersmith and Fulham,E09000013,22/06/2020,3,732
Haringey,E09000014,22/06/2020,2,736
Harrow,E09000015,22/06/2020,2,1264
Havering,E09000016,22/06/2020,1,916
Hillingdon,E09000017,22/06/2020,5,1057
Hounslow,E09000018,22/06/2020,2,1031
Islington,E09000019,22/06/2020,0,540
Kensington and Chelsea,E09000020,22/06/2020,2,552
Kingston upon Thames,E09000021,22/06/2020,0,729
Lambeth,E09000022,22/06/2020,0,1344
Lewisham,E09000023,22/06/2020,1,1182
Merton,E09000024,22/06/2020,7,923
Newham,E09000025,22/06/2020,1,1239
Redbridge,E09000026,22/06/2020,1,1084
Richmond upon Thames,E09000027,22/06/2020,4,530
Southwark,E09000028,22/06/2020,1,1419
Sutton,E09000029,22/06/2020,1,994
Tower Hamlets,E09000030,22/06/2020,0,788
Waltham Forest,E09000031,22/06/2020,2,991
Wandsworth,E09000032,22/06/2020,3,1130
Westminster,E09000033,22/06/2020,0,765
Barking and Dagenham,E09000002,23/06/2020,1,692
Barnet,E09000003,23/06/2020,0,1575
Bexley,E09000004,23/06/2020,2,1033
Brent,E09000005,23/06/2020,2,1711
Bromley,E09000006,23/06/2020,0,1503
Camden,E09000007,23/06/2020,0,693
Croydon,E09000008,23/06/2020,1,1836
Ealing,E09000009,23/06/2020,6,1529
Enfield,E09000010,23/06/2020,3,1161
Greenwich,E09000011,23/06/2020,2,941
Hackney and City of London,E09000012,23/06/2020,0,794
Hammersmith and Fulham,E09000013,23/06/2020,3,735
Haringey,E09000014,23/06/2020,1,737
Harrow,E09000015,23/06/2020,0,1264
Havering,E09000016,23/06/2020,6,922
Hillingdon,E09000017,23/06/2020,5,1062
Hounslow,E09000018,23/06/2020,3,1034
Islington,E09000019,23/06/2020,0,540
Kensington and Chelsea,E09000020,23/06/2020,2,554
Kingston upon Thames,E09000021,23/06/2020,0,729
Lambeth,E09000022,23/06/2020,0,1344
Lewisham,E09000023,23/06/2020,2,1184
Merton,E09000024,23/06/2020,0,923
Newham,E09000025,23/06/2020,0,1239
Redbridge,E09000026,23/06/2020,1,1085
Richmond upon Thames,E09000027,23/06/2020,0,530
Southwark,E09000028,23/06/2020,0,1419
Sutton,E09000029,23/06/2020,1,995
Tower Hamlets,E09000030,23/06/2020,1,789
Waltham Forest,E09000031,23/06/2020,2,993
Wandsworth,E09000032,23/06/2020,3,1133
Westminster,E09000033,23/06/2020,2,767
Barking and Dagenham,E09000002,24/06/2020,4,696
Barnet,E09000003,24/06/2020,0,1575
Bexley,E09000004,24/06/2020,0,1033
Brent,E09000005,24/06/2020,2,1713
Bromley,E09000006,24/06/2020,0,1503
Camden,E09000007,24/06/2020,0,693
Croydon,E09000008,24/06/2020,4,1840
Ealing,E09000009,24/06/2020,6,1535
Enfield,E09000010,24/06/2020,1,1162
Greenwich,E09000011,24/06/2020,0,941
Hackney and City of London,E09000012,24/06/2020,1,795
Hammersmith and Fulham,E09000013,24/06/2020,4,739
Haringey,E09000014,24/06/2020,3,740
Harrow,E09000015,24/06/2020,1,1265
Havering,E09000016,24/06/2020,3,925
Hillingdon,E09000017,24/06/2020,3,1065
Hounslow,E09000018,24/06/2020,4,1038
Islington,E09000019,24/06/2020,1,541
Kensington and Chelsea,E09000020,24/06/2020,3,557
Kingston upon Thames,E09000021,24/06/2020,1,730
Lambeth,E09000022,24/06/2020,0,1344
Lewisham,E09000023,24/06/2020,0,1184
Merton,E09000024,24/06/2020,1,924
Newham,E09000025,24/06/2020,0,1239
Redbridge,E09000026,24/06/2020,0,1085
Richmond upon Thames,E09000027,24/06/2020,0,530
Southwark,E09000028,24/06/2020,1,1420
Sutton,E09000029,24/06/2020,1,996
Tower Hamlets,E09000030,24/06/2020,0,789
Waltham Forest,E09000031,24/06/2020,0,993
Wandsworth,E09000032,24/06/2020,0,1133
Westminster,E09000033,24/06/2020,2,769
Barking and Dagenham,E09000002,25/06/2020,2,698
Barnet,E09000003,25/06/2020,2,1577
Bexley,E09000004,25/06/2020,3,1036
Brent,E09000005,25/06/2020,5,1718
Bromley,E09000006,25/06/2020,0,1503
Camden,E09000007,25/06/2020,1,694
Croydon,E09000008,25/06/2020,2,1842
Ealing,E09000009,25/06/2020,3,1538
Enfield,E09000010,25/06/2020,4,1166
Greenwich,E09000011,25/06/2020,1,942
Hackney and City of London,E09000012,25/06/2020,0,795
Hammersmith and Fulham,E09000013,25/06/2020,4,743
Haringey,E09000014,25/06/2020,1,741
Harrow,E09000015,25/06/2020,1,1266
Havering,E09000016,25/06/2020,1,926
Hillingdon,E09000017,25/06/2020,1,1066
Hounslow,E09000018,25/06/2020,10,1048
Islington,E09000019,25/06/2020,0,541
Kensington and Chelsea,E09000020,25/06/2020,1,558
Kingston upon Thames,E09000021,25/06/2020,2,732
Lambeth,E09000022,25/06/2020,2,1346
Lewisham,E09000023,25/06/2020,0,1184
Merton,E09000024,25/06/2020,2,926
Newham,E09000025,25/06/2020,2,1241
Redbridge,E09000026,25/06/2020,0,1085
Richmond upon Thames,E09000027,25/06/2020,1,531
Southwark,E09000028,25/06/2020,0,1420
Sutton,E09000029,25/06/2020,2,998
Tower Hamlets,E09000030,25/06/2020,0,789
Waltham Forest,E09000031,25/06/2020,1,994
Wandsworth,E09000032,25/06/2020,2,1135
Westminster,E09000033,25/06/2020,1,770
Barking and Dagenham,E09000002,26/06/2020,3,701
Barnet,E09000003,26/06/2020,3,1580
Bexley,E09000004,26/06/2020,1,1037
Brent,E09000005,26/06/2020,4,1722
Bromley,E09000006,26/06/2020,1,1504
Camden,E09000007,26/06/2020,1,695
Croydon,E09000008,26/06/2020,3,1845
Ealing,E09000009,26/06/2020,1,1539
Enfield,E09000010,26/06/2020,1,1167
Greenwich,E09000011,26/06/2020,0,942
Hackney and City of London,E09000012,26/06/2020,1,796
Hammersmith and Fulham,E09000013,26/06/2020,0,743
Haringey,E09000014,26/06/2020,0,741
Harrow,E09000015,26/06/2020,0,1266
Havering,E09000016,26/06/2020,1,927
Hillingdon,E09000017,26/06/2020,3,1069
Hounslow,E09000018,26/06/2020,2,1050
Islington,E09000019,26/06/2020,0,541
Kensington and Chelsea,E09000020,26/06/2020,0,558
Kingston upon Thames,E09000021,26/06/2020,0,732
Lambeth,E09000022,26/06/2020,1,1347
Lewisham,E09000023,26/06/2020,2,1186
Merton,E09000024,26/06/2020,1,927
Newham,E09000025,26/06/2020,5,1246
Redbridge,E09000026,26/06/2020,1,1086
Richmond upon Thames,E09000027,26/06/2020,0,531
Southwark,E09000028,26/06/2020,1,1421
Sutton,E09000029,26/06/2020,0,998
Tower Hamlets,E09000030,26/06/2020,1,790
Waltham Forest,E09000031,26/06/2020,5,999
Wandsworth,E09000032,26/06/2020,4,1139
Westminster,E09000033,26/06/2020,2,772
Barking and Dagenham,E09000002,27/06/2020,1,702
Barnet,E09000003,27/06/2020,0,1580
Bexley,E09000004,27/06/2020,0,1037
Brent,E09000005,27/06/2020,0,1722
Bromley,E09000006,27/06/2020,1,1505
Camden,E09000007,27/06/2020,0,695
Croydon,E09000008,27/06/2020,0,1845
Ealing,E09000009,27/06/2020,2,1541
Enfield,E09000010,27/06/2020,3,1170
Greenwich,E09000011,27/06/2020,0,942
Hackney and City of London,E09000012,27/06/2020,0,796
Hammersmith and Fulham,E09000013,27/06/2020,5,748
Haringey,E09000014,27/06/2020,1,742
Harrow,E09000015,27/06/2020,3,1269
Havering,E09000016,27/06/2020,2,929
Hillingdon,E09000017,27/06/2020,1,1070
Hounslow,E09000018,27/06/2020,0,1050
Islington,E09000019,27/06/2020,1,542
Kensington and Chelsea,E09000020,27/06/2020,0,558
Kingston upon Thames,E09000021,27/06/2020,0,732
Lambeth,E09000022,27/06/2020,0,1347
Lewisham,E09000023,27/06/2020,0,1186
Merton,E09000024,27/06/2020,2,929
Newham,E09000025,27/06/2020,2,1248
Redbridge,E09000026,27/06/2020,2,1088
Richmond upon Thames,E09000027,27/06/2020,1,532
Southwark,E09000028,27/06/2020,2,1423
Sutton,E09000029,27/06/2020,0,998
Tower Hamlets,E09000030,27/06/2020,2,792
Waltham Forest,E09000031,27/06/2020,1,1000
Wandsworth,E09000032,27/06/2020,0,1139
Westminster,E09000033,27/06/2020,0,772
Barking and Dagenham,E09000002,28/06/2020,0,702
Barnet,E09000003,28/06/2020,1,1581
Bexley,E09000004,28/06/2020,1,1038
Brent,E09000005,28/06/2020,2,1724
Bromley,E09000006,28/06/2020,0,1505
Camden,E09000007,28/06/2020,0,695
Croydon,E09000008,28/06/2020,0,1845
Ealing,E09000009,28/06/2020,2,1543
Enfield,E09000010,28/06/2020,0,1170
Greenwich,E09000011,28/06/2020,1,943
Hackney and City of London,E09000012,28/06/2020,2,798
Hammersmith and Fulham,E09000013,28/06/2020,0,748
Haringey,E09000014,28/06/2020,1,743
Harrow,E09000015,28/06/2020,1,1270
Havering,E09000016,28/06/2020,0,929
Hillingdon,E09000017,28/06/2020,3,1073
Hounslow,E09000018,28/06/2020,2,1052
Islington,E09000019,28/06/2020,0,542
Kensington and Chelsea,E09000020,28/06/2020,0,558
Kingston upon Thames,E09000021,28/06/2020,0,732
Lambeth,E09000022,28/06/2020,0,1347
Lewisham,E09000023,28/06/2020,0,1186
Merton,E09000024,28/06/2020,1,930
Newham,E09000025,28/06/2020,1,1249
Redbridge,E09000026,28/06/2020,1,1089
Richmond upon Thames,E09000027,28/06/2020,0,532
Southwark,E09000028,28/06/2020,1,1424
Sutton,E09000029,28/06/2020,0,998
Tower Hamlets,E09000030,28/06/2020,0,792
Waltham Forest,E09000031,28/06/2020,2,1002
Wandsworth,E09000032,28/06/2020,0,1139
Westminster,E09000033,28/06/2020,0,772
Barking and Dagenham,E09000002,29/06/2020,2,704
Barnet,E09000003,29/06/2020,3,1584
Bexley,E09000004,29/06/2020,0,1038
Brent,E09000005,29/06/2020,1,1725
Bromley,E09000006,29/06/2020,2,1507
Camden,E09000007,29/06/2020,1,696
Croydon,E09000008,29/06/2020,0,1845
Ealing,E09000009,29/06/2020,7,1550
Enfield,E09000010,29/06/2020,4,1174
Greenwich,E09000011,29/06/2020,1,944
Hackney and City of London,E09000012,29/06/2020,0,798
Hammersmith and Fulham,E09000013,29/06/2020,0,748
Haringey,E09000014,29/06/2020,0,743
Harrow,E09000015,29/06/2020,1,1271
Havering,E09000016,29/06/2020,2,931
Hillingdon,E09000017,29/06/2020,3,1076
Hounslow,E09000018,29/06/2020,0,1052
Islington,E09000019,29/06/2020,2,544
Kensington and Chelsea,E09000020,29/06/2020,0,558
Kingston upon Thames,E09000021,29/06/2020,0,732
Lambeth,E09000022,29/06/2020,1,1348
Lewisham,E09000023,29/06/2020,1,1187
Merton,E09000024,29/06/2020,1,931
Newham,E09000025,29/06/2020,1,1250
Redbridge,E09000026,29/06/2020,6,1095
Richmond upon Thames,E09000027,29/06/2020,0,532
Southwark,E09000028,29/06/2020,6,1430
Sutton,E09000029,29/06/2020,0,998
Tower Hamlets,E09000030,29/06/2020,1,793
Waltham Forest,E09000031,29/06/2020,8,1010
Wandsworth,E09000032,29/06/2020,0,1139
Westminster,E09000033,29/06/2020,4,776
Barking and Dagenham,E09000002,30/06/2020,2,706
Barnet,E09000003,30/06/2020,1,1585
Bexley,E09000004,30/06/2020,4,1042
Brent,E09000005,30/06/2020,2,1727
Bromley,E09000006,30/06/2020,2,1509
Camden,E09000007,30/06/2020,0,696
Croydon,E09000008,30/06/2020,2,1847
Ealing,E09000009,30/06/2020,0,1550
Enfield,E09000010,30/06/2020,2,1176
Greenwich,E09000011,30/06/2020,1,945
Hackney and City of London,E09000012,30/06/2020,3,801
Hammersmith and Fulham,E09000013,30/06/2020,3,751
Haringey,E09000014,30/06/2020,0,743
Harrow,E09000015,30/06/2020,1,1272
Havering,E09000016,30/06/2020,1,932
Hillingdon,E09000017,30/06/2020,6,1082
Hounslow,E09000018,30/06/2020,2,1054
Islington,E09000019,30/06/2020,1,545
Kensington and Chelsea,E09000020,30/06/2020,1,559
Kingston upon Thames,E09000021,30/06/2020,1,733
Lambeth,E09000022,30/06/2020,1,1349
Lewisham,E09000023,30/06/2020,2,1189
Merton,E09000024,30/06/2020,0,931
Newham,E09000025,30/06/2020,6,1256
Redbridge,E09000026,30/06/2020,5,1100
Richmond upon Thames,E09000027,30/06/2020,1,533
Southwark,E09000028,30/06/2020,0,1430
Sutton,E09000029,30/06/2020,0,998
Tower Hamlets,E09000030,30/06/2020,1,794
Waltham Forest,E09000031,30/06/2020,0,1010
Wandsworth,E09000032,30/06/2020,1,1140
Westminster,E09000033,30/06/2020,0,776
Barking and Dagenham,E09000002,01/07/2020,2,708
Barnet,E09000003,01/07/2020,2,1587
Bexley,E09000004,01/07/2020,1,1043
Brent,E09000005,01/07/2020,2,1729
Bromley,E09000006,01/07/2020,0,1509
Camden,E09000007,01/07/2020,1,697
Croydon,E09000008,01/07/2020,0,1847
Ealing,E09000009,01/07/2020,3,1553
Enfield,E09000010,01/07/2020,1,1177
Greenwich,E09000011,01/07/2020,0,945
Hackney and City of London,E09000012,01/07/2020,3,804
Hammersmith and Fulham,E09000013,01/07/2020,1,752
Haringey,E09000014,01/07/2020,1,744
Harrow,E09000015,01/07/2020,0,1272
Havering,E09000016,01/07/2020,1,933
Hillingdon,E09000017,01/07/2020,3,1085
Hounslow,E09000018,01/07/2020,4,1058
Islington,E09000019,01/07/2020,1,546
Kensington and Chelsea,E09000020,01/07/2020,0,559
Kingston upon Thames,E09000021,01/07/2020,1,734
Lambeth,E09000022,01/07/2020,1,1350
Lewisham,E09000023,01/07/2020,0,1189
Merton,E09000024,01/07/2020,2,933
Newham,E09000025,01/07/2020,5,1261
Redbridge,E09000026,01/07/2020,1,1101
Richmond upon Thames,E09000027,01/07/2020,1,534
Southwark,E09000028,01/07/2020,1,1431
Sutton,E09000029,01/07/2020,1,999
Tower Hamlets,E09000030,01/07/2020,0,794
Waltham Forest,E09000031,01/07/2020,1,1011
Wandsworth,E09000032,01/07/2020,0,1140
Westminster,E09000033,01/07/2020,1,777
Barking and Dagenham,E09000002,02/07/2020,0,708
Barnet,E09000003,02/07/2020,2,1589
Bexley,E09000004,02/07/2020,2,1045
Brent,E09000005,02/07/2020,1,1730
Bromley,E09000006,02/07/2020,2,1511
Camden,E09000007,02/07/2020,0,697
Croydon,E09000008,02/07/2020,1,1848
Ealing,E09000009,02/07/2020,2,1555
Enfield,E09000010,02/07/2020,2,1179
Greenwich,E09000011,02/07/2020,1,946
Hackney and City of London,E09000012,02/07/2020,2,806
Hammersmith and Fulham,E09000013,02/07/2020,1,753
Haringey,E09000014,02/07/2020,0,744
Harrow,E09000015,02/07/2020,2,1274
Havering,E09000016,02/07/2020,1,934
Hillingdon,E09000017,02/07/2020,5,1090
Hounslow,E09000018,02/07/2020,3,1061
Islington,E09000019,02/07/2020,1,547
Kensington and Chelsea,E09000020,02/07/2020,0,559
Kingston upon Thames,E09000021,02/07/2020,1,735
Lambeth,E09000022,02/07/2020,0,1350
Lewisham,E09000023,02/07/2020,0,1189
Merton,E09000024,02/07/2020,1,934
Newham,E09000025,02/07/2020,1,1262
Redbridge,E09000026,02/07/2020,1,1102
Richmond upon Thames,E09000027,02/07/2020,1,535
Southwark,E09000028,02/07/2020,2,1433
Sutton,E09000029,02/07/2020,1,1000
Tower Hamlets,E09000030,02/07/2020,1,795
Waltham Forest,E09000031,02/07/2020,0,1011
Wandsworth,E09000032,02/07/2020,2,1142
Westminster,E09000033,02/07/2020,1,778
Barking and Dagenham,E09000002,03/07/2020,0,708
Barnet,E09000003,03/07/2020,1,1590
Bexley,E09000004,03/07/2020,0,1045
Brent,E09000005,03/07/2020,0,1730
Bromley,E09000006,03/07/2020,1,1512
Camden,E09000007,03/07/2020,0,697
Croydon,E09000008,03/07/2020,1,1849
Ealing,E09000009,03/07/2020,3,1558
Enfield,E09000010,03/07/2020,1,1180
Greenwich,E09000011,03/07/2020,1,947
Hackney and City of London,E09000012,03/07/2020,3,809
Hammersmith and Fulham,E09000013,03/07/2020,2,755
Haringey,E09000014,03/07/2020,0,744
Harrow,E09000015,03/07/2020,0,1274
Havering,E09000016,03/07/2020,3,937
Hillingdon,E09000017,03/07/2020,3,1093
Hounslow,E09000018,03/07/2020,1,1062
Islington,E09000019,03/07/2020,1,548
Kensington and Chelsea,E09000020,03/07/2020,1,560
Kingston upon Thames,E09000021,03/07/2020,1,736
Lambeth,E09000022,03/07/2020,1,1351
Lewisham,E09000023,03/07/2020,0,1189
Merton,E09000024,03/07/2020,1,935
Newham,E09000025,03/07/2020,0,1262
Redbridge,E09000026,03/07/2020,3,1105
Richmond upon Thames,E09000027,03/07/2020,0,535
Southwark,E09000028,03/07/2020,3,1436
Sutton,E09000029,03/07/2020,0,1000
Tower Hamlets,E09000030,03/07/2020,1,796
Waltham Forest,E09000031,03/07/2020,1,1012
Wandsworth,E09000032,03/07/2020,4,1146
Westminster,E09000033,03/07/2020,1,779
Barking and Dagenham,E09000002,04/07/2020,0,708
Barnet,E09000003,04/07/2020,1,1591
Bexley,E09000004,04/07/2020,0,1045
Brent,E09000005,04/07/2020,2,1732
Bromley,E09000006,04/07/2020,1,1513
Camden,E09000007,04/07/2020,0,697
Croydon,E09000008,04/07/2020,0,1849
Ealing,E09000009,04/07/2020,1,1559
Enfield,E09000010,04/07/2020,3,1183
Greenwich,E09000011,04/07/2020,1,948
Hackney and City of London,E09000012,04/07/2020,0,809
Hammersmith and Fulham,E09000013,04/07/2020,0,755
Haringey,E09000014,04/07/2020,3,747
Harrow,E09000015,04/07/2020,3,1277
Havering,E09000016,04/07/2020,2,939
Hillingdon,E09000017,04/07/2020,3,1096
Hounslow,E09000018,04/07/2020,0,1062
Islington,E09000019,04/07/2020,0,548
Kensington and Chelsea,E09000020,04/07/2020,0,560
Kingston upon Thames,E09000021,04/07/2020,1,737
Lambeth,E09000022,04/07/2020,0,1351
Lewisham,E09000023,04/07/2020,0,1189
Merton,E09000024,04/07/2020,0,935
Newham,E09000025,04/07/2020,2,1264
Redbridge,E09000026,04/07/2020,1,1106
Richmond upon Thames,E09000027,04/07/2020,1,536
Southwark,E09000028,04/07/2020,0,1436
Sutton,E09000029,04/07/2020,0,1000
Tower Hamlets,E09000030,04/07/2020,2,798
Waltham Forest,E09000031,04/07/2020,2,1014
Wandsworth,E09000032,04/07/2020,2,1148
Westminster,E09000033,04/07/2020,1,780
Barking and Dagenham,E09000002,05/07/2020,0,708
Barnet,E09000003,05/07/2020,4,1595
Bexley,E09000004,05/07/2020,4,1049
Brent,E09000005,05/07/2020,3,1735
Bromley,E09000006,05/07/2020,1,1514
Camden,E09000007,05/07/2020,0,697
Croydon,E09000008,05/07/2020,2,1851
Ealing,E09000009,05/07/2020,3,1562
Enfield,E09000010,05/07/2020,1,1184
Greenwich,E09000011,05/07/2020,2,950
Hackney and City of London,E09000012,05/07/2020,6,815
Hammersmith and Fulham,E09000013,05/07/2020,3,758
Haringey,E09000014,05/07/2020,2,749
Harrow,E09000015,05/07/2020,1,1278
Havering,E09000016,05/07/2020,0,939
Hillingdon,E09000017,05/07/2020,3,1099
Hounslow,E09000018,05/07/2020,2,1064
Islington,E09000019,05/07/2020,2,550
Kensington and Chelsea,E09000020,05/07/2020,0,560
Kingston upon Thames,E09000021,05/07/2020,1,738
Lambeth,E09000022,05/07/2020,1,1352
Lewisham,E09000023,05/07/2020,0,1189
Merton,E09000024,05/07/2020,1,936
Newham,E09000025,05/07/2020,1,1265
Redbridge,E09000026,05/07/2020,2,1108
Richmond upon Thames,E09000027,05/07/2020,1,537
Southwark,E09000028,05/07/2020,0,1436
Sutton,E09000029,05/07/2020,0,1000
Tower Hamlets,E09000030,05/07/2020,3,801
Waltham Forest,E09000031,05/07/2020,0,1014
Wandsworth,E09000032,05/07/2020,2,1150
Westminster,E09000033,05/07/2020,0,780
Barking and Dagenham,E09000002,06/07/2020,0,708
Barnet,E09000003,06/07/2020,1,1596
Bexley,E09000004,06/07/2020,1,1050
Brent,E09000005,06/07/2020,4,1739
Bromley,E09000006,06/07/2020,0,1514
Camden,E09000007,06/07/2020,3,700
Croydon,E09000008,06/07/2020,7,1858
Ealing,E09000009,06/07/2020,0,1562
Enfield,E09000010,06/07/2020,2,1186
Greenwich,E09000011,06/07/2020,1,951
Hackney and City of London,E09000012,06/07/2020,1,816
Hammersmith and Fulham,E09000013,06/07/2020,0,758
Haringey,E09000014,06/07/2020,3,752
Harrow,E09000015,06/07/2020,2,1280
Havering,E09000016,06/07/2020,1,940
Hillingdon,E09000017,06/07/2020,4,1103
Hounslow,E09000018,06/07/2020,1,1065
Islington,E09000019,06/07/2020,1,551
Kensington and Chelsea,E09000020,06/07/2020,1,561
Kingston upon Thames,E09000021,06/07/2020,1,739
Lambeth,E09000022,06/07/2020,6,1358
Lewisham,E09000023,06/07/2020,0,1189
Merton,E09000024,06/07/2020,1,937
Newham,E09000025,06/07/2020,0,1265
Redbridge,E09000026,06/07/2020,1,1109
Richmond upon Thames,E09000027,06/07/2020,0,537
Southwark,E09000028,06/07/2020,3,1439
Sutton,E09000029,06/07/2020,1,1001
Tower Hamlets,E09000030,06/07/2020,3,804
Waltham Forest,E09000031,06/07/2020,1,1015
Wandsworth,E09000032,06/07/2020,3,1153
Westminster,E09000033,06/07/2020,0,780
Barking and Dagenham,E09000002,07/07/2020,1,709
Barnet,E09000003,07/07/2020,2,1598
Bexley,E09000004,07/07/2020,1,1051
Brent,E09000005,07/07/2020,4,1743
Bromley,E09000006,07/07/2020,2,1516
Camden,E09000007,07/07/2020,1,701
Croydon,E09000008,07/07/2020,0,1858
Ealing,E09000009,07/07/2020,1,1563
Enfield,E09000010,07/07/2020,1,1187
Greenwich,E09000011,07/07/2020,2,953
Hackney and City of London,E09000012,07/07/2020,1,817
Hammersmith and Fulham,E09000013,07/07/2020,0,758
Haringey,E09000014,07/07/2020,3,755
Harrow,E09000015,07/07/2020,2,1282
Havering,E09000016,07/07/2020,3,943
Hillingdon,E09000017,07/07/2020,5,1108
Hounslow,E09000018,07/07/2020,1,1066
Islington,E09000019,07/07/2020,1,552
Kensington and Chelsea,E09000020,07/07/2020,1,562
Kingston upon Thames,E09000021,07/07/2020,0,739
Lambeth,E09000022,07/07/2020,2,1360
Lewisham,E09000023,07/07/2020,3,1192
Merton,E09000024,07/07/2020,1,938
Newham,E09000025,07/07/2020,1,1266
Redbridge,E09000026,07/07/2020,3,1112
Richmond upon Thames,E09000027,07/07/2020,1,538
Southwark,E09000028,07/07/2020,3,1442
Sutton,E09000029,07/07/2020,0,1001
Tower Hamlets,E09000030,07/07/2020,10,814
Waltham Forest,E09000031,07/07/2020,1,1016
Wandsworth,E09000032,07/07/2020,2,1155
Westminster,E09000033,07/07/2020,2,782
Barking and Dagenham,E09000002,08/07/2020,3,712
Barnet,E09000003,08/07/2020,1,1599
Bexley,E09000004,08/07/2020,6,1057
Brent,E09000005,08/07/2020,2,1745
Bromley,E09000006,08/07/2020,1,1517
Camden,E09000007,08/07/2020,1,702
Croydon,E09000008,08/07/2020,1,1859
Ealing,E09000009,08/07/2020,1,1564
Enfield,E09000010,08/07/2020,1,1188
Greenwich,E09000011,08/07/2020,1,954
Hackney and City of London,E09000012,08/07/2020,4,821
Hammersmith and Fulham,E09000013,08/07/2020,1,759
Haringey,E09000014,08/07/2020,1,756
Harrow,E09000015,08/07/2020,3,1285
Havering,E09000016,08/07/2020,3,946
Hillingdon,E09000017,08/07/2020,0,1108
Hounslow,E09000018,08/07/2020,3,1069
Islington,E09000019,08/07/2020,0,552
Kensington and Chelsea,E09000020,08/07/2020,1,563
Kingston upon Thames,E09000021,08/07/2020,0,739
Lambeth,E09000022,08/07/2020,2,1362
Lewisham,E09000023,08/07/2020,4,1196
Merton,E09000024,08/07/2020,0,938
Newham,E09000025,08/07/2020,3,1269
Redbridge,E09000026,08/07/2020,1,1113
Richmond upon Thames,E09000027,08/07/2020,0,538
Southwark,E09000028,08/07/2020,1,1443
Sutton,E09000029,08/07/2020,4,1005
Tower Hamlets,E09000030,08/07/2020,2,816
Waltham Forest,E09000031,08/07/2020,3,1019
Wandsworth,E09000032,08/07/2020,1,1156
Westminster,E09000033,08/07/2020,2,784
Barking and Dagenham,E09000002,09/07/2020,0,712
Barnet,E09000003,09/07/2020,3,1602
Bexley,E09000004,09/07/2020,3,1060
Brent,E09000005,09/07/2020,1,1746
Bromley,E09000006,09/07/2020,2,1519
Camden,E09000007,09/07/2020,0,702
Croydon,E09000008,09/07/2020,2,1861
Ealing,E09000009,09/07/2020,2,1566
Enfield,E09000010,09/07/2020,0,1188
Greenwich,E09000011,09/07/2020,0,954
Hackney and City of London,E09000012,09/07/2020,1,822
Hammersmith and Fulham,E09000013,09/07/2020,2,761
Haringey,E09000014,09/07/2020,1,757
Harrow,E09000015,09/07/2020,2,1287
Havering,E09000016,09/07/2020,1,947
Hillingdon,E09000017,09/07/2020,3,1111
Hounslow,E09000018,09/07/2020,1,1070
Islington,E09000019,09/07/2020,2,554
Kensington and Chelsea,E09000020,09/07/2020,0,563
Kingston upon Thames,E09000021,09/07/2020,0,739
Lambeth,E09000022,09/07/2020,1,1363
Lewisham,E09000023,09/07/2020,3,1199
Merton,E09000024,09/07/2020,0,938
Newham,E09000025,09/07/2020,3,1272
Redbridge,E09000026,09/07/2020,4,1117
Richmond upon Thames,E09000027,09/07/2020,0,538
Southwark,E09000028,09/07/2020,1,1444
Sutton,E09000029,09/07/2020,3,1008
Tower Hamlets,E09000030,09/07/2020,6,822
