LAD11NM,LAD11CD,date,new_cases,total_cases,month,year,day
Ealing,E09000009,26.2.20,0,1,2,2020,26
Enfield,E09000010,26.2.20,0,0,2,2020,26
Greenwich,E09000011,26.2.20,0,0,2,2020,26
Hackney and City of London,E09000012,26.2.20,0,0,2,2020,26
Hammersmith and Fulham,E09000013,26.2.20,0,0,2,2020,26
Haringey,E09000014,26.2.20,0,0,2,2020,26
Harrow,E09000015,26.2.20,0,0,2,2020,26
Havering,E09000016,26.2.20,0,0,2,2020,26
Hillingdon,E09000017,26.2.20,0,0,2,2020,26
Hounslow,E09000018,26.2.20,0,0,2,2020,26
Islington,E09000019,26.2.20,0,0,2,2020,26
Kensington and Chelsea,E09000020,26.2.20,0,0,2,2020,26
Kingston upon Thames,E09000021,26.2.20,0,0,2,2020,26
Lambeth,E09000022,26.2.20,0,1,2,2020,26
Lewisham,E09000023,26.2.20,0,1,2,2020,26
Merton,E09000024,26.2.20,1,1,2,2020,26
Newham,E09000025,26.2.20,0,0,2,2020,26
Redbridge,E09000026,26.2.20,0,0,2,2020,26
Richmond upon Thames,E09000027,26.2.20,0,0,2,2020,26
Southwark,E09000028,26.2.20,0,2,2,2020,26
Sutton,E09000029,26.2.20,0,0,2,2020,26
Tower Hamlets,E09000030,26.2.20,0,0,2,2020,26
Waltham Forest,E09000031,26.2.20,0,0,2,2020,26
Wandsworth,E09000032,26.2.20,0,0,2,2020,26
Westminster,E09000033,26.2.20,1,1,2,2020,26
Barking and Dagenham,E09000002,27.2.20,0,0,2,2020,27
Barnet,E09000003,27.2.20,1,1,2,2020,27
Bexley,E09000004,27.2.20,0,0,2,2020,27
Brent,E09000005,27.2.20,0,0,2,2020,27
Bromley,E09000006,27.2.20,0,0,2,2020,27
Camden,E09000007,27.2.20,0,0,2,2020,27
Croydon,E09000008,27.2.20,0,0,2,2020,27
Ealing,E09000009,27.2.20,0,1,2,2020,27
Enfield,E09000010,27.2.20,0,0,2,2020,27
Greenwich,E09000011,27.2.20,0,0,2,2020,27
Hackney and City of London,E09000012,27.2.20,0,0,2,2020,27
Hammersmith and Fulham,E09000013,27.2.20,0,0,2,2020,27
Haringey,E09000014,27.2.20,0,0,2,2020,27
Harrow,E09000015,27.2.20,0,0,2,2020,27
Havering,E09000016,27.2.20,0,0,2,2020,27
Hillingdon,E09000017,27.2.20,0,0,2,2020,27
Hounslow,E09000018,27.2.20,0,0,2,2020,27
Islington,E09000019,27.2.20,0,0,2,2020,27
Kensington and Chelsea,E09000020,27.2.20,1,1,2,2020,27
Kingston upon Thames,E09000021,27.2.20,0,0,2,2020,27
Lambeth,E09000022,27.2.20,0,1,2,2020,27
Lewisham,E09000023,27.2.20,0,1,2,2020,27
Merton,E09000024,27.2.20,0,1,2,2020,27
Newham,E09000025,27.2.20,0,0,2,2020,27
Redbridge,E09000026,27.2.20,0,0,2,2020,27
Richmond upon Thames,E09000027,27.2.20,0,0,2,2020,27
Southwark,E09000028,27.2.20,0,2,2,2020,27
Sutton,E09000029,27.2.20,0,0,2,2020,27
Tower Hamlets,E09000030,27.2.20,0,0,2,2020,27
Waltham Forest,E09000031,27.2.20,0,0,2,2020,27
Wandsworth,E09000032,27.2.20,0,0,2,2020,27
Westminster,E09000033,27.2.20,0,1,2,2020,27
Barking and Dagenham,E09000002,28.2.20,0,0,2,2020,28
Barnet,E09000003,28.2.20,0,1,2,2020,28
Bexley,E09000004,28.2.20,0,0,2,2020,28
Brent,E09000005,28.2.20,0,0,2,2020,28
Bromley,E09000006,28.2.20,0,0,2,2020,28
Camden,E09000007,28.2.20,0,0,2,2020,28
Croydon,E09000008,28.2.20,0,0,2,2020,28
Ealing,E09000009,28.2.20,0,1,2,2020,28
Enfield,E09000010,28.2.20,0,0,2,2020,28
Greenwich,E09000011,28.2.20,0,0,2,2020,28
Hackney and City of London,E09000012,28.2.20,0,0,2,2020,28
Hammersmith and Fulham,E09000013,28.2.20,0,0,2,2020,28
Haringey,E09000014,28.2.20,0,0,2,2020,28
Harrow,E09000015,28.2.20,0,0,2,2020,28
Havering,E09000016,28.2.20,0,0,2,2020,28
Hillingdon,E09000017,28.2.20,0,0,2,2020,28
Hounslow,E09000018,28.2.20,1,1,2,2020,28
Islington,E09000019,28.2.20,0,0,2,2020,28
Kensington and Chelsea,E09000020,28.2.20,1,2,2,2020,28
Kingston upon Thames,E09000021,28.2.20,0,0,2,2020,28
Lambeth,E09000022,28.2.20,0,1,2,2020,28
Lewisham,E09000023,28.2.20,0,1,2,2020,28
Merton,E09000024,28.2.20,0,1,2,2020,28
Newham,E09000025,28.2.20,0,0,2,2020,28
Redbridge,E09000026,28.2.20,0,0,2,2020,28
Richmond upon Thames,E09000027,28.2.20,0,0,2,2020,28
Southwark,E09000028,28.2.20,1,3,2,2020,28
Sutton,E09000029,28.2.20,0,0,2,2020,28
Tower Hamlets,E09000030,28.2.20,0,0,2,2020,28
Waltham Forest,E09000031,28.2.20,0,0,2,2020,28
Wandsworth,E09000032,28.2.20,0,0,2,2020,28
Westminster,E09000033,28.2.20,0,1,2,2020,28
Barking and Dagenham,E09000002,29.2.20,0,0,2,2020,29
Barnet,E09000003,29.2.20,0,1,2,2020,29
Bexley,E09000004,29.2.20,0,0,2,2020,29
Brent,E09000005,29.2.20,0,0,2,2020,29
Bromley,E09000006,29.2.20,0,0,2,2020,29
Camden,E09000007,29.2.20,0,0,2,2020,29
Croydon,E09000008,29.2.20,0,0,2,2020,29
Ealing,E09000009,29.2.20,0,1,2,2020,29
Enfield,E09000010,29.2.20,0,0,2,2020,29
Greenwich,E09000011,29.2.20,0,0,2,2020,29
Hackney and City of London,E09000012,29.2.20,0,0,2,2020,29
Hammersmith and Fulham,E09000013,29.2.20,0,0,2,2020,29
Haringey,E09000014,29.2.20,0,0,2,2020,29
Harrow,E09000015,29.2.20,0,0,2,2020,29
Havering,E09000016,29.2.20,0,0,2,2020,29
Hillingdon,E09000017,29.2.20,0,0,2,2020,29
Hounslow,E09000018,29.2.20,0,1,2,2020,29
Islington,E09000019,29.2.20,0,0,2,2020,29
Kensington and Chelsea,E09000020,29.2.20,0,2,2,2020,29
Kingston upon Thames,E09000021,29.2.20,1,1,2,2020,29
Lambeth,E09000022,29.2.20,0,1,2,2020,29
Lewisham,E09000023,29.2.20,0,1,2,2020,29
Merton,E09000024,29.2.20,0,1,2,2020,29
Newham,E09000025,29.2.20,0,0,2,2020,29
Redbridge,E09000026,29.2.20,0,0,2,2020,29
Richmond upon Thames,E09000027,29.2.20,0,0,2,2020,29
Southwark,E09000028,29.2.20,0,3,2,2020,29
Sutton,E09000029,29.2.20,0,0,2,2020,29
Tower Hamlets,E09000030,29.2.20,0,0,2,2020,29
Waltham Forest,E09000031,29.2.20,0,0,2,2020,29
Wandsworth,E09000032,29.2.20,0,0,2,2020,29
Westminster,E09000033,29.2.20,0,1,2,2020,29
Barking and Dagenham,E09000002,1.3.20,1,1,3,2020,1
Barnet,E09000003,1.3.20,0,1,3,2020,1
Bexley,E09000004,1.3.20,0,0,3,2020,1
Brent,E09000005,1.3.20,0,0,3,2020,1
Bromley,E09000006,1.3.20,1,1,3,2020,1
Camden,E09000007,1.3.20,0,0,3,2020,1
Croydon,E09000008,1.3.20,0,0,3,2020,1
Ealing,E09000009,1.3.20,0,1,3,2020,1
Enfield,E09000010,1.3.20,0,0,3,2020,1
Greenwich,E09000011,1.3.20,0,0,3,2020,1
Hackney and City of London,E09000012,1.3.20,0,0,3,2020,1
Hammersmith and Fulham,E09000013,1.3.20,0,0,3,2020,1
Haringey,E09000014,1.3.20,0,0,3,2020,1
Harrow,E09000015,1.3.20,0,0,3,2020,1
Havering,E09000016,1.3.20,0,0,3,2020,1
Hillingdon,E09000017,1.3.20,0,0,3,2020,1
Hounslow,E09000018,1.3.20,1,2,3,2020,1
Islington,E09000019,1.3.20,0,0,3,2020,1
Kensington and Chelsea,E09000020,1.3.20,0,2,3,2020,1
Kingston upon Thames,E09000021,1.3.20,0,1,3,2020,1
Lambeth,E09000022,1.3.20,0,1,3,2020,1
Lewisham,E09000023,1.3.20,0,1,3,2020,1
Merton,E09000024,1.3.20,0,1,3,2020,1
Newham,E09000025,1.3.20,0,0,3,2020,1
Redbridge,E09000026,1.3.20,0,0,3,2020,1
Richmond upon Thames,E09000027,1.3.20,0,0,3,2020,1
Southwark,E09000028,1.3.20,0,3,3,2020,1
Sutton,E09000029,1.3.20,0,0,3,2020,1
Tower Hamlets,E09000030,1.3.20,0,0,3,2020,1
Waltham Forest,E09000031,1.3.20,0,0,3,2020,1
Wandsworth,E09000032,1.3.20,1,1,3,2020,1
Westminster,E09000033,1.3.20,0,1,3,2020,1
Barking and Dagenham,E09000002,2.3.20,0,1,3,2020,2
Barnet,E09000003,2.3.20,0,1,3,2020,2
Bexley,E09000004,2.3.20,0,0,3,2020,2
Brent,E09000005,2.3.20,0,0,3,2020,2
Bromley,E09000006,2.3.20,0,1,3,2020,2
Camden,E09000007,2.3.20,2,2,3,2020,2
Croydon,E09000008,2.3.20,0,0,3,2020,2
Ealing,E09000009,2.3.20,1,2,3,2020,2
Enfield,E09000010,2.3.20,0,0,3,2020,2
Greenwich,E09000011,2.3.20,0,0,3,2020,2
Hackney and City of London,E09000012,2.3.20,0,0,3,2020,2
Hammersmith and Fulham,E09000013,2.3.20,0,0,3,2020,2
Haringey,E09000014,2.3.20,0,0,3,2020,2
Harrow,E09000015,2.3.20,0,0,3,2020,2
Havering,E09000016,2.3.20,0,0,3,2020,2
Hillingdon,E09000017,2.3.20,1,1,3,2020,2
Hounslow,E09000018,2.3.20,1,3,3,2020,2
Islington,E09000019,2.3.20,0,0,3,2020,2
Kensington and Chelsea,E09000020,2.3.20,4,6,3,2020,2
Kingston upon Thames,E09000021,2.3.20,0,1,3,2020,2
Lambeth,E09000022,2.3.20,0,1,3,2020,2
Lewisham,E09000023,2.3.20,0,1,3,2020,2
Merton,E09000024,2.3.20,0,1,3,2020,2
Newham,E09000025,2.3.20,0,0,3,2020,2
Redbridge,E09000026,2.3.20,1,1,3,2020,2
Richmond upon Thames,E09000027,2.3.20,0,0,3,2020,2
Southwark,E09000028,2.3.20,1,4,3,2020,2
Sutton,E09000029,2.3.20,0,0,3,2020,2
Tower Hamlets,E09000030,2.3.20,0,0,3,2020,2
Waltham Forest,E09000031,2.3.20,0,0,3,2020,2
Wandsworth,E09000032,2.3.20,1,2,3,2020,2
Westminster,E09000033,2.3.20,0,1,3,2020,2
Barking and Dagenham,E09000002,3.3.20,0,1,3,2020,3
Barnet,E09000003,3.3.20,0,1,3,2020,3
Bexley,E09000004,3.3.20,0,0,3,2020,3
Brent,E09000005,3.3.20,0,0,3,2020,3
Bromley,E09000006,3.3.20,0,1,3,2020,3
Camden,E09000007,3.3.20,0,2,3,2020,3
Croydon,E09000008,3.3.20,0,0,3,2020,3
Ealing,E09000009,3.3.20,1,3,3,2020,3
Enfield,E09000010,3.3.20,0,0,3,2020,3
Greenwich,E09000011,3.3.20,0,0,3,2020,3
Hackney and City of London,E09000012,3.3.20,0,0,3,2020,3
Hammersmith and Fulham,E09000013,3.3.20,0,0,3,2020,3
Haringey,E09000014,3.3.20,0,0,3,2020,3
Harrow,E09000015,3.3.20,1,1,3,2020,3
Havering,E09000016,3.3.20,0,0,3,2020,3
Hillingdon,E09000017,3.3.20,0,1,3,2020,3
Hounslow,E09000018,3.3.20,1,4,3,2020,3
Islington,E09000019,3.3.20,0,0,3,2020,3
Kensington and Chelsea,E09000020,3.3.20,0,6,3,2020,3
Kingston upon Thames,E09000021,3.3.20,0,1,3,2020,3
Lambeth,E09000022,3.3.20,1,2,3,2020,3
Lewisham,E09000023,3.3.20,0,1,3,2020,3
Merton,E09000024,3.3.20,0,1,3,2020,3
Newham,E09000025,3.3.20,0,0,3,2020,3
Redbridge,E09000026,3.3.20,0,1,3,2020,3
Richmond upon Thames,E09000027,3.3.20,0,0,3,2020,3
Southwark,E09000028,3.3.20,0,4,3,2020,3
Sutton,E09000029,3.3.20,0,0,3,2020,3
Tower Hamlets,E09000030,3.3.20,0,0,3,2020,3
Waltham Forest,E09000031,3.3.20,0,0,3,2020,3
Wandsworth,E09000032,3.3.20,1,3,3,2020,3
Westminster,E09000033,3.3.20,1,2,3,2020,3
Barking and Dagenham,E09000002,4.3.20,0,1,3,2020,4
Barnet,E09000003,4.3.20,4,5,3,2020,4
Bexley,E09000004,4.3.20,0,0,3,2020,4
Brent,E09000005,4.3.20,0,0,3,2020,4
Bromley,E09000006,4.3.20,0,1,3,2020,4
Camden,E09000007,4.3.20,0,2,3,2020,4
Croydon,E09000008,4.3.20,0,0,3,2020,4
Ealing,E09000009,4.3.20,1,4,3,2020,4
Enfield,E09000010,4.3.20,0,0,3,2020,4
Greenwich,E09000011,4.3.20,0,0,3,2020,4
Hackney and City of London,E09000012,4.3.20,0,0,3,2020,4
Hammersmith and Fulham,E09000013,4.3.20,1,1,3,2020,4
Haringey,E09000014,4.3.20,0,0,3,2020,4
Harrow,E09000015,4.3.20,0,1,3,2020,4
Havering,E09000016,4.3.20,0,0,3,2020,4
Hillingdon,E09000017,4.3.20,1,2,3,2020,4
Hounslow,E09000018,4.3.20,0,4,3,2020,4
Islington,E09000019,4.3.20,0,0,3,2020,4
Kensington and Chelsea,E09000020,4.3.20,4,10,3,2020,4
Kingston upon Thames,E09000021,4.3.20,0,1,3,2020,4
Lambeth,E09000022,4.3.20,1,3,3,2020,4
Lewisham,E09000023,4.3.20,1,2,3,2020,4
Merton,E09000024,4.3.20,0,1,3,2020,4
Newham,E09000025,4.3.20,0,0,3,2020,4
Redbridge,E09000026,4.3.20,0,1,3,2020,4
Richmond upon Thames,E09000027,4.3.20,0,0,3,2020,4
Southwark,E09000028,4.3.20,1,5,3,2020,4
Sutton,E09000029,4.3.20,1,1,3,2020,4
Tower Hamlets,E09000030,4.3.20,2,2,3,2020,4
Waltham Forest,E09000031,4.3.20,0,0,3,2020,4
Wandsworth,E09000032,4.3.20,0,3,3,2020,4
Westminster,E09000033,4.3.20,1,3,3,2020,4
Barking and Dagenham,E09000002,5.3.20,0,1,3,2020,5
Barnet,E09000003,5.3.20,1,6,3,2020,5
Bexley,E09000004,5.3.20,0,0,3,2020,5
Brent,E09000005,5.3.20,0,0,3,2020,5
Bromley,E09000006,5.3.20,0,1,3,2020,5
Camden,E09000007,5.3.20,0,2,3,2020,5
Croydon,E09000008,5.3.20,0,0,3,2020,5
Ealing,E09000009,5.3.20,1,5,3,2020,5
Enfield,E09000010,5.3.20,0,0,3,2020,5
Greenwich,E09000011,5.3.20,0,0,3,2020,5
Hackney and City of London,E09000012,5.3.20,0,0,3,2020,5
Hammersmith and Fulham,E09000013,5.3.20,0,1,3,2020,5
Haringey,E09000014,5.3.20,0,0,3,2020,5
Harrow,E09000015,5.3.20,0,1,3,2020,5
Havering,E09000016,5.3.20,0,0,3,2020,5
Hillingdon,E09000017,5.3.20,2,4,3,2020,5
Hounslow,E09000018,5.3.20,0,4,3,2020,5
Islington,E09000019,5.3.20,0,0,3,2020,5
Kensington and Chelsea,E09000020,5.3.20,6,16,3,2020,5
Kingston upon Thames,E09000021,5.3.20,0,1,3,2020,5
Lambeth,E09000022,5.3.20,0,3,3,2020,5
Lewisham,E09000023,5.3.20,0,2,3,2020,5
Merton,E09000024,5.3.20,0,1,3,2020,5
Newham,E09000025,5.3.20,0,0,3,2020,5
Redbridge,E09000026,5.3.20,0,1,3,2020,5
Richmond upon Thames,E09000027,5.3.20,0,0,3,2020,5
Southwark,E09000028,5.3.20,1,6,3,2020,5
Sutton,E09000029,5.3.20,0,1,3,2020,5
Tower Hamlets,E09000030,5.3.20,1,3,3,2020,5
Waltham Forest,E09000031,5.3.20,1,1,3,2020,5
Wandsworth,E09000032,5.3.20,0,3,3,2020,5
Westminster,E09000033,5.3.20,1,4,3,2020,5
Barking and Dagenham,E09000002,6.3.20,0,1,3,2020,6
Barnet,E09000003,6.3.20,1,7,3,2020,6
Bexley,E09000004,6.3.20,0,0,3,2020,6
Brent,E09000005,6.3.20,0,0,3,2020,6
Bromley,E09000006,6.3.20,0,1,3,2020,6
Camden,E09000007,6.3.20,1,3,3,2020,6
Croydon,E09000008,6.3.20,0,0,3,2020,6
Ealing,E09000009,6.3.20,0,5,3,2020,6
Enfield,E09000010,6.3.20,1,1,3,2020,6
Greenwich,E09000011,6.3.20,0,0,3,2020,6
Hackney and City of London,E09000012,6.3.20,1,1,3,2020,6
Hammersmith and Fulham,E09000013,6.3.20,2,3,3,2020,6
Haringey,E09000014,6.3.20,0,0,3,2020,6
Harrow,E09000015,6.3.20,0,1,3,2020,6
Havering,E09000016,6.3.20,2,2,3,2020,6
Hillingdon,E09000017,6.3.20,0,4,3,2020,6
Hounslow,E09000018,6.3.20,0,4,3,2020,6
Islington,E09000019,6.3.20,0,0,3,2020,6
Kensington and Chelsea,E09000020,6.3.20,0,16,3,2020,6
Kingston upon Thames,E09000021,6.3.20,0,1,3,2020,6
Lambeth,E09000022,6.3.20,1,4,3,2020,6
Lewisham,E09000023,6.3.20,0,2,3,2020,6
Merton,E09000024,6.3.20,2,3,3,2020,6
Newham,E09000025,6.3.20,0,0,3,2020,6
Redbridge,E09000026,6.3.20,0,1,3,2020,6
Richmond upon Thames,E09000027,6.3.20,2,2,3,2020,6
Southwark,E09000028,6.3.20,2,8,3,2020,6
Sutton,E09000029,6.3.20,1,2,3,2020,6
Tower Hamlets,E09000030,6.3.20,1,4,3,2020,6
Waltham Forest,E09000031,6.3.20,1,2,3,2020,6
Wandsworth,E09000032,6.3.20,0,3,3,2020,6
Westminster,E09000033,6.3.20,5,9,3,2020,6
Barking and Dagenham,E09000002,7.3.20,0,1,3,2020,7
Barnet,E09000003,7.3.20,0,7,3,2020,7
Bexley,E09000004,7.3.20,0,0,3,2020,7
Brent,E09000005,7.3.20,1,1,3,2020,7
Bromley,E09000006,7.3.20,0,1,3,2020,7
Camden,E09000007,7.3.20,1,4,3,2020,7
Croydon,E09000008,7.3.20,1,1,3,2020,7
Ealing,E09000009,7.3.20,1,6,3,2020,7
Enfield,E09000010,7.3.20,0,1,3,2020,7
Greenwich,E09000011,7.3.20,1,1,3,2020,7
Hackney and City of London,E09000012,7.3.20,0,1,3,2020,7
Hammersmith and Fulham,E09000013,7.3.20,0,3,3,2020,7
Haringey,E09000014,7.3.20,0,0,3,2020,7
Harrow,E09000015,7.3.20,0,1,3,2020,7
Havering,E09000016,7.3.20,0,2,3,2020,7
Hillingdon,E09000017,7.3.20,0,4,3,2020,7
Hounslow,E09000018,7.3.20,0,4,3,2020,7
Islington,E09000019,7.3.20,0,0,3,2020,7
Kensington and Chelsea,E09000020,7.3.20,1,17,3,2020,7
Kingston upon Thames,E09000021,7.3.20,0,1,3,2020,7
Lambeth,E09000022,7.3.20,2,6,3,2020,7
Lewisham,E09000023,7.3.20,1,3,3,2020,7
Merton,E09000024,7.3.20,0,3,3,2020,7
Newham,E09000025,7.3.20,0,0,3,2020,7
Redbridge,E09000026,7.3.20,0,1,3,2020,7
Richmond upon Thames,E09000027,7.3.20,0,2,3,2020,7
Southwark,E09000028,7.3.20,1,9,3,2020,7
Sutton,E09000029,7.3.20,1,3,3,2020,7
Tower Hamlets,E09000030,7.3.20,1,5,3,2020,7
Waltham Forest,E09000031,7.3.20,0,2,3,2020,7
Wandsworth,E09000032,7.3.20,0,3,3,2020,7
Westminster,E09000033,7.3.20,2,11,3,2020,7
Barking and Dagenham,E09000002,8.3.20,1,2,3,2020,8
Barnet,E09000003,8.3.20,1,8,3,2020,8
Bexley,E09000004,8.3.20,0,0,3,2020,8
Brent,E09000005,8.3.20,1,2,3,2020,8
Bromley,E09000006,8.3.20,1,2,3,2020,8
Camden,E09000007,8.3.20,2,6,3,2020,8
Croydon,E09000008,8.3.20,0,1,3,2020,8
Ealing,E09000009,8.3.20,1,7,3,2020,8
Enfield,E09000010,8.3.20,1,2,3,2020,8
Greenwich,E09000011,8.3.20,0,1,3,2020,8
Hackney and City of London,E09000012,8.3.20,1,2,3,2020,8
Hammersmith and Fulham,E09000013,8.3.20,0,3,3,2020,8
Haringey,E09000014,8.3.20,1,1,3,2020,8
Harrow,E09000015,8.3.20,0,1,3,2020,8
Havering,E09000016,8.3.20,0,2,3,2020,8
Hillingdon,E09000017,8.3.20,2,6,3,2020,8
Hounslow,E09000018,8.3.20,0,4,3,2020,8
Islington,E09000019,8.3.20,1,1,3,2020,8
Kensington and Chelsea,E09000020,8.3.20,2,19,3,2020,8
Kingston upon Thames,E09000021,8.3.20,1,2,3,2020,8
Lambeth,E09000022,8.3.20,0,6,3,2020,8
Lewisham,E09000023,8.3.20,0,3,3,2020,8
Merton,E09000024,8.3.20,0,3,3,2020,8
Newham,E09000025,8.3.20,0,0,3,2020,8
Redbridge,E09000026,8.3.20,0,1,3,2020,8
Richmond upon Thames,E09000027,8.3.20,0,2,3,2020,8
Southwark,E09000028,8.3.20,2,11,3,2020,8
Sutton,E09000029,8.3.20,0,3,3,2020,8
Tower Hamlets,E09000030,8.3.20,1,6,3,2020,8
Waltham Forest,E09000031,8.3.20,0,2,3,2020,8
Wandsworth,E09000032,8.3.20,2,5,3,2020,8
Westminster,E09000033,8.3.20,1,12,3,2020,8
Barking and Dagenham,E09000002,9.3.20,1,3,3,2020,9
Barnet,E09000003,9.3.20,3,11,3,2020,9
Bexley,E09000004,9.3.20,2,2,3,2020,9
Brent,E09000005,9.3.20,3,5,3,2020,9
Bromley,E09000006,9.3.20,1,3,3,2020,9
Camden,E09000007,9.3.20,1,7,3,2020,9
Croydon,E09000008,9.3.20,1,2,3,2020,9
Ealing,E09000009,9.3.20,0,7,3,2020,9
Enfield,E09000010,9.3.20,1,3,3,2020,9
Greenwich,E09000011,9.3.20,0,1,3,2020,9
Hackney and City of London,E09000012,9.3.20,2,4,3,2020,9
Hammersmith and Fulham,E09000013,9.3.20,3,6,3,2020,9
Haringey,E09000014,9.3.20,2,3,3,2020,9
Harrow,E09000015,9.3.20,5,6,3,2020,9
Havering,E09000016,9.3.20,1,3,3,2020,9
Hillingdon,E09000017,9.3.20,0,6,3,2020,9
Hounslow,E09000018,9.3.20,0,4,3,2020,9
Islington,E09000019,9.3.20,0,1,3,2020,9
Kensington and Chelsea,E09000020,9.3.20,4,23,3,2020,9
Kingston upon Thames,E09000021,9.3.20,0,2,3,2020,9
Lambeth,E09000022,9.3.20,2,8,3,2020,9
Lewisham,E09000023,9.3.20,0,3,3,2020,9
Merton,E09000024,9.3.20,1,4,3,2020,9
Newham,E09000025,9.3.20,1,1,3,2020,9
Redbridge,E09000026,9.3.20,0,1,3,2020,9
Richmond upon Thames,E09000027,9.3.20,0,2,3,2020,9
Southwark,E09000028,9.3.20,7,18,3,2020,9
Sutton,E09000029,9.3.20,1,4,3,2020,9
Tower Hamlets,E09000030,9.3.20,2,8,3,2020,9
Waltham Forest,E09000031,9.3.20,1,3,3,2020,9
Wandsworth,E09000032,9.3.20,2,7,3,2020,9
Westminster,E09000033,9.3.20,6,18,3,2020,9
Barking and Dagenham,E09000002,10.3.20,0,3,3,2020,10
Barnet,E09000003,10.3.20,3,14,3,2020,10
Bexley,E09000004,10.3.20,2,4,3,2020,10
Brent,E09000005,10.3.20,4,9,3,2020,10
Bromley,E09000006,10.3.20,2,5,3,2020,10
Camden,E09000007,10.3.20,2,9,3,2020,10
Croydon,E09000008,10.3.20,0,2,3,2020,10
Ealing,E09000009,10.3.20,5,12,3,2020,10
Enfield,E09000010,10.3.20,5,8,3,2020,10
Greenwich,E09000011,10.3.20,3,4,3,2020,10
Hackney and City of London,E09000012,10.3.20,1,5,3,2020,10
Hammersmith and Fulham,E09000013,10.3.20,3,9,3,2020,10
Haringey,E09000014,10.3.20,3,6,3,2020,10
Harrow,E09000015,10.3.20,1,7,3,2020,10
Havering,E09000016,10.3.20,0,3,3,2020,10
Hillingdon,E09000017,10.3.20,2,8,3,2020,10
Hounslow,E09000018,10.3.20,2,6,3,2020,10
Islington,E09000019,10.3.20,2,3,3,2020,10
Kensington and Chelsea,E09000020,10.3.20,10,33,3,2020,10
Kingston upon Thames,E09000021,10.3.20,0,2,3,2020,10
Lambeth,E09000022,10.3.20,8,16,3,2020,10
Lewisham,E09000023,10.3.20,1,4,3,2020,10
Merton,E09000024,10.3.20,6,10,3,2020,10
Newham,E09000025,10.3.20,1,2,3,2020,10
Redbridge,E09000026,10.3.20,0,1,3,2020,10
Richmond upon Thames,E09000027,10.3.20,0,2,3,2020,10
Southwark,E09000028,10.3.20,6,24,3,2020,10
Sutton,E09000029,10.3.20,2,6,3,2020,10
Tower Hamlets,E09000030,10.3.20,2,10,3,2020,10
Waltham Forest,E09000031,10.3.20,0,3,3,2020,10
Wandsworth,E09000032,10.3.20,9,16,3,2020,10
Westminster,E09000033,10.3.20,6,24,3,2020,10
Barking and Dagenham,E09000002,11.3.20,1,4,3,2020,11
Barnet,E09000003,11.3.20,11,25,3,2020,11
Bexley,E09000004,11.3.20,4,8,3,2020,11
Brent,E09000005,11.3.20,10,19,3,2020,11
Bromley,E09000006,11.3.20,5,10,3,2020,11
Camden,E09000007,11.3.20,10,19,3,2020,11
Croydon,E09000008,11.3.20,5,7,3,2020,11
Ealing,E09000009,11.3.20,10,22,3,2020,11
Enfield,E09000010,11.3.20,2,10,3,2020,11
Greenwich,E09000011,11.3.20,4,8,3,2020,11
Hackney and City of London,E09000012,11.3.20,8,13,3,2020,11
Hammersmith and Fulham,E09000013,11.3.20,11,20,3,2020,11
Haringey,E09000014,11.3.20,6,12,3,2020,11
Harrow,E09000015,11.3.20,5,12,3,2020,11
Havering,E09000016,11.3.20,2,5,3,2020,11
Hillingdon,E09000017,11.3.20,2,10,3,2020,11
Hounslow,E09000018,11.3.20,6,12,3,2020,11
Islington,E09000019,11.3.20,2,5,3,2020,11
Kensington and Chelsea,E09000020,11.3.20,10,43,3,2020,11
Kingston upon Thames,E09000021,11.3.20,1,3,3,2020,11
Lambeth,E09000022,11.3.20,14,30,3,2020,11
Lewisham,E09000023,11.3.20,5,9,3,2020,11
Merton,E09000024,11.3.20,7,17,3,2020,11
Newham,E09000025,11.3.20,3,5,3,2020,11
Redbridge,E09000026,11.3.20,0,1,3,2020,11
Richmond upon Thames,E09000027,11.3.20,1,3,3,2020,11
Southwark,E09000028,11.3.20,11,35,3,2020,11
Sutton,E09000029,11.3.20,0,6,3,2020,11
Tower Hamlets,E09000030,11.3.20,1,11,3,2020,11
Waltham Forest,E09000031,11.3.20,2,5,3,2020,11
Wandsworth,E09000032,11.3.20,10,26,3,2020,11
Westminster,E09000033,11.3.20,14,38,3,2020,11
Barking and Dagenham,E09000002,12.3.20,4,8,3,2020,12
Barnet,E09000003,12.3.20,5,30,3,2020,12
Bexley,E09000004,12.3.20,5,13,3,2020,12
Brent,E09000005,12.3.20,9,28,3,2020,12
Bromley,E09000006,12.3.20,6,16,3,2020,12
Camden,E09000007,12.3.20,5,24,3,2020,12
Croydon,E09000008,12.3.20,8,15,3,2020,12
Ealing,E09000009,12.3.20,3,25,3,2020,12
Enfield,E09000010,12.3.20,6,16,3,2020,12
Greenwich,E09000011,12.3.20,6,14,3,2020,12
Hackney and City of London,E09000012,12.3.20,6,19,3,2020,12
Hammersmith and Fulham,E09000013,12.3.20,1,21,3,2020,12
Haringey,E09000014,12.3.20,7,19,3,2020,12
Harrow,E09000015,12.3.20,8,20,3,2020,12
Havering,E09000016,12.3.20,1,6,3,2020,12
Hillingdon,E09000017,12.3.20,4,14,3,2020,12
Hounslow,E09000018,12.3.20,1,13,3,2020,12
Islington,E09000019,12.3.20,10,15,3,2020,12
Kensington and Chelsea,E09000020,12.3.20,6,49,3,2020,12
Kingston upon Thames,E09000021,12.3.20,1,4,3,2020,12
