area_name,area_code,date,new_cases,total_cases,Cas_pweek,week_day,week_
Bexley,E09000004,08/04/2020,16,427,,,
Bexley,E09000004,09/04/2020,18,445,,,
Bexley,E09000004,10/04/2020,19,464,,,
Bexley,E09000004,11/04/2020,16,480,,,
Bexley,E09000004,12/04/2020,11,491,,,
Bexley,E09000004,13/04/2020,12,503,,,
Bexley,E09000004,14/04/2020,25,528,,,
Bexley,E09000004,15/04/2020,19,547,,,
Bexley,E09000004,16/04/2020,23,570,,,
Bexley,E09000004,17/04/2020,19,589,,,
Bexley,E09000004,18/04/2020,10,599,,,
Bexley,E09000004,19/04/2020,22,621,,,
Bexley,E09000004,20/04/2020,14,635,,,
Bexley,E09000004,21/04/2020,15,650,,,
Bexley,E09000004,22/04/2020,18,668,,,
Bexley,E09000004,23/04/2020,14,682,,,
Bexley,E09000004,24/04/2020,19,701,,,
Bexley,E09000004,25/04/2020,15,716,,,
Bexley,E09000004,26/04/2020,5,721,,,
Bexley,E09000004,27/04/2020,14,735,,,
Bexley,E09000004,28/04/2020,15,750,,,
Bexley,E09000004,29/04/2020,17,767,,,
Bexley,E09000004,30/04/2020,16,783,,,
Bexley,E09000004,01/05/2020,17,800,,,
Bexley,E09000004,02/05/2020,17,817,,,
Bexley,E09000004,03/05/2020,8,825,,,
Bexley,E09000004,04/05/2020,9,834,,,
Bexley,E09000004,05/05/2020,6,840,,,
Bexley,E09000004,06/05/2020,14,854,,,
Bexley,E09000004,07/05/2020,11,865,,,
Bexley,E09000004,08/05/2020,8,873,,,
Bexley,E09000004,09/05/2020,4,877,,,
Bexley,E09000004,10/05/2020,8,885,,,
Bexley,E09000004,11/05/2020,7,892,,,
Bexley,E09000004,12/05/2020,11,903,,,
Bexley,E09000004,13/05/2020,6,909,,,
Bexley,E09000004,14/05/2020,11,920,,,
Bexley,E09000004,15/05/2020,2,922,,,
Bexley,E09000004,16/05/2020,1,923,,,
Bexley,E09000004,17/05/2020,6,929,,,
Bexley,E09000004,18/05/2020,8,937,,,
Bexley,E09000004,19/05/2020,3,940,,,
Bexley,E09000004,20/05/2020,6,946,,,
Bexley,E09000004,21/05/2020,15,961,,,
Bexley,E09000004,22/05/2020,8,969,,,
Bexley,E09000004,23/05/2020,2,971,,,
Bexley,E09000004,24/05/2020,1,972,,,
Bexley,E09000004,25/05/2020,0,972,,,
Bexley,E09000004,26/05/2020,5,977,,,
Bexley,E09000004,27/05/2020,3,980,,,
Bexley,E09000004,28/05/2020,6,986,,,
Bexley,E09000004,29/05/2020,1,987,,,
Bexley,E09000004,30/05/2020,5,992,,,
Bexley,E09000004,31/05/2020,3,995,,,
Bexley,E09000004,01/06/2020,2,997,,,
Bexley,E09000004,02/06/2020,2,999,,,
Bexley,E09000004,03/06/2020,4,1003,,,
Bexley,E09000004,04/06/2020,0,1003,,,
Bexley,E09000004,05/06/2020,1,1004,,,
Bexley,E09000004,06/06/2020,0,1004,,,
Bexley,E09000004,07/06/2020,3,1007,,,
Bexley,E09000004,08/06/2020,2,1009,,,
Bexley,E09000004,09/06/2020,3,1012,,,
Bexley,E09000004,10/06/2020,3,1015,,,
Bexley,E09000004,11/06/2020,1,1016,,,
Bexley,E09000004,12/06/2020,2,1018,,,
Bexley,E09000004,13/06/2020,1,1019,,,
Bexley,E09000004,14/06/2020,0,1019,,,
Bexley,E09000004,15/06/2020,1,1020,,,
Bexley,E09000004,16/06/2020,1,1021,,,
Bexley,E09000004,17/06/2020,0,1021,,,
Bexley,E09000004,18/06/2020,1,1022,,,
Bexley,E09000004,19/06/2020,3,1025,,,
Bexley,E09000004,20/06/2020,4,1029,,,
Bexley,E09000004,21/06/2020,1,1030,,,
Bexley,E09000004,22/06/2020,1,1031,,,
Bexley,E09000004,23/06/2020,2,1033,,,
Bexley,E09000004,24/06/2020,0,1033,,,
Bexley,E09000004,25/06/2020,3,1036,,,
Bexley,E09000004,26/06/2020,1,1037,,,
Bexley,E09000004,27/06/2020,0,1037,,,
Bexley,E09000004,28/06/2020,1,1038,,,
Bexley,E09000004,29/06/2020,0,1038,,,
Bexley,E09000004,30/06/2020,4,1042,,,
Bexley,E09000004,01/07/2020,1,1043,,,
Bexley,E09000004,02/07/2020,2,1045,,,
Bexley,E09000004,03/07/2020,0,1045,,,
Bexley,E09000004,04/07/2020,0,1045,,,
Bexley,E09000004,05/07/2020,4,1049,,,
Bexley,E09000004,06/07/2020,1,1050,,,
Bexley,E09000004,07/07/2020,1,1051,,,
Bexley,E09000004,08/07/2020,6,1057,,,
Bexley,E09000004,09/07/2020,3,1060,,,
Bexley,E09000004,10/07/2020,1,1061,,,
Bexley,E09000004,11/07/2020,1,1062,,,
Bexley,E09000004,12/07/2020,3,1065,,,
Bexley,E09000004,13/07/2020,2,1067,,,
Bexley,E09000004,14/07/2020,2,1069,,,
Bexley,E09000004,15/07/2020,0,1069,,,
Bexley,E09000004,16/07/2020,3,1072,,,
Bexley,E09000004,17/07/2020,3,1075,,,
Bexley,E09000004,18/07/2020,0,1075,,,
Bexley,E09000004,19/07/2020,4,1079,,,
Bexley,E09000004,20/07/2020,4,1083,,,
Bexley,E09000004,21/07/2020,0,1083,,,
Bexley,E09000004,22/07/2020,5,1088,,,
Bexley,E09000004,23/07/2020,4,1092,,,
Bexley,E09000004,24/07/2020,2,1094,,,
Bexley,E09000004,25/07/2020,4,1098,,,
Bexley,E09000004,26/07/2020,0,1098,,,
Bexley,E09000004,27/07/2020,4,1102,,,
Bexley,E09000004,28/07/2020,0,1102,,,
Bexley,E09000004,29/07/2020,2,1104,,,
Bexley,E09000004,30/07/2020,1,1105,,,
Bexley,E09000004,31/07/2020,1,1106,,,
Bexley,E09000004,01/08/2020,0,1106,,,
Bexley,E09000004,02/08/2020,0,1106,,,
Bexley,E09000004,03/08/2020,0,1106,,,
Bexley,E09000004,04/08/2020,0,1106,,,
Bexley,E09000004,05/08/2020,3,1109,,,
Bexley,E09000004,06/08/2020,2,1111,,,
Bexley,E09000004,07/08/2020,2,1113,,,
Bexley,E09000004,08/08/2020,1,1114,,,
Bexley,E09000004,09/08/2020,2,1116,,,
Bexley,E09000004,10/08/2020,2,1118,,,
Bexley,E09000004,11/08/2020,2,1120,,,
Bexley,E09000004,12/08/2020,3,1123,,,
Bexley,E09000004,13/08/2020,3,1126,,,
Bexley,E09000004,14/08/2020,2,1128,,,
Bexley,E09000004,15/08/2020,0,1128,,,
Bexley,E09000004,16/08/2020,0,1128,,,
Bexley,E09000004,17/08/2020,1,1129,,,
Bexley,E09000004,18/08/2020,4,1133,,,
Bexley,E09000004,19/08/2020,4,1137,,,
Bexley,E09000004,20/08/2020,7,1144,,,
Bexley,E09000004,21/08/2020,1,1145,,,
Bexley,E09000004,22/08/2020,2,1147,,,
Bexley,E09000004,23/08/2020,1,1148,,,
Bexley,E09000004,24/08/2020,2,1150,,,
Bexley,E09000004,25/08/2020,2,1152,,,
Bexley,E09000004,26/08/2020,3,1155,,,
Bexley,E09000004,27/08/2020,4,1159,,,
Bexley,E09000004,28/08/2020,7,1166,,,
Bexley,E09000004,29/08/2020,8,1174,,,
Bexley,E09000004,30/08/2020,6,1180,,,
Bexley,E09000004,31/08/2020,8,1188,,,
Bexley,E09000004,01/09/2020,2,1190,,,
Bexley,E09000004,02/09/2020,3,1193,,,
Bexley,E09000004,03/09/2020,1,1194,,,
Bexley,E09000004,04/09/2020,8,1202,,,
Bexley,E09000004,05/09/2020,2,1204,,,
Bexley,E09000004,06/09/2020,2,1206,,,
Bexley,E09000004,07/09/2020,11,1217,,,
Bexley,E09000004,08/09/2020,5,1222,,,
Bexley,E09000004,09/09/2020,4,1226,,,
Bexley,E09000004,10/09/2020,5,1231,,,
Bexley,E09000004,11/09/2020,7,1238,,,
Bexley,E09000004,12/09/2020,2,1240,,,
Bexley,E09000004,13/09/2020,0,1240,,,
Bexley,E09000004,14/09/2020,7,1247,,,
Bexley,E09000004,15/09/2020,4,1251,,,
Bexley,E09000004,16/09/2020,2,1253,,,
Bexley,E09000004,17/09/2020,6,1259,,,
Bexley,E09000004,18/09/2020,13,1272,,,
Bexley,E09000004,19/09/2020,8,1280,,,
Bexley,E09000004,20/09/2020,16,1296,,,
Bexley,E09000004,21/09/2020,15,1311,,,
Bexley,E09000004,22/09/2020,12,1323,,,
Bexley,E09000004,23/09/2020,6,1329,,,
Bexley,E09000004,24/09/2020,6,1335,,,
Bexley,E09000004,25/09/2020,2,1337,,,
Bexley,E09000004,26/09/2020,5,1342,,,
Bexley,E09000004,27/09/2020,4,1346,,,
Bexley,E09000004,28/09/2020,12,1358,,,
Bexley,E09000004,29/09/2020,9,1367,,,
Bexley,E09000004,30/09/2020,0,1367,,,
Brent,E09000005,11/02/2020,0,0,,,
Brent,E09000005,12/02/2020,0,0,,,
Brent,E09000005,13/02/2020,0,0,,,
Brent,E09000005,14/02/2020,0,0,,,
Brent,E09000005,15/02/2020,0,0,,,
Brent,E09000005,16/02/2020,0,0,,,
Brent,E09000005,17/02/2020,0,0,,,
Brent,E09000005,18/02/2020,0,0,,,
Brent,E09000005,19/02/2020,0,0,,,
Brent,E09000005,20/02/2020,0,0,,,
Brent,E09000005,21/02/2020,0,0,,,
Brent,E09000005,22/02/2020,0,0,,,
Brent,E09000005,23/02/2020,0,0,,,
Brent,E09000005,24/02/2020,0,0,,,
Brent,E09000005,25/02/2020,0,0,,,
Brent,E09000005,26/02/2020,0,0,,,
Brent,E09000005,27/02/2020,0,0,,,
Brent,E09000005,28/02/2020,0,0,,,
Brent,E09000005,29/02/2020,0,0,,,
Brent,E09000005,01/03/2020,0,0,,,
Brent,E09000005,02/03/2020,0,0,,,
Brent,E09000005,03/03/2020,0,0,,,
Brent,E09000005,04/03/2020,0,0,,,
Brent,E09000005,05/03/2020,0,0,,,
Brent,E09000005,06/03/2020,0,0,,,
Brent,E09000005,07/03/2020,1,1,,,
Brent,E09000005,08/03/2020,1,2,,,
Brent,E09000005,09/03/2020,3,5,,,
Brent,E09000005,10/03/2020,4,9,,,
Brent,E09000005,11/03/2020,10,19,,,
Brent,E09000005,12/03/2020,9,28,,,
Brent,E09000005,13/03/2020,3,31,,,
Brent,E09000005,14/03/2020,7,38,,,
Brent,E09000005,15/03/2020,8,46,,,
Brent,E09000005,16/03/2020,10,56,,,
Brent,E09000005,17/03/2020,23,79,,,
Brent,E09000005,18/03/2020,21,100,,,
Brent,E09000005,19/03/2020,22,122,,,
Brent,E09000005,20/03/2020,21,143,,,
Brent,E09000005,21/03/2020,18,161,,,
Brent,E09000005,22/03/2020,26,187,,,
Brent,E09000005,23/03/2020,46,233,,,
Brent,E09000005,24/03/2020,28,261,,,
Brent,E09000005,25/03/2020,46,307,,,
Brent,E09000005,26/03/2020,44,351,,,
Brent,E09000005,27/03/2020,48,399,,,
Brent,E09000005,28/03/2020,32,431,,,
Brent,E09000005,29/03/2020,53,484,,,
Brent,E09000005,30/03/2020,58,542,,,
Brent,E09000005,31/03/2020,46,588,,,
Brent,E09000005,01/04/2020,56,644,,,
Brent,E09000005,02/04/2020,59,703,,,
Brent,E09000005,03/04/2020,54,757,,,
Brent,E09000005,04/04/2020,49,806,,,
Brent,E09000005,05/04/2020,37,843,,,
Brent,E09000005,06/04/2020,37,880,,,
Brent,E09000005,07/04/2020,28,908,,,
Brent,E09000005,08/04/2020,43,951,,,
Brent,E09000005,09/04/2020,29,980,,,
Brent,E09000005,10/04/2020,40,1020,,,
Brent,E09000005,11/04/2020,22,1042,,,
Brent,E09000005,12/04/2020,27,1069,,,
Brent,E09000005,13/04/2020,26,1095,,,
Brent,E09000005,14/04/2020,34,1129,,,
Brent,E09000005,15/04/2020,30,1159,,,
Brent,E09000005,16/04/2020,40,1199,,,
Brent,E09000005,17/04/2020,38,1237,,,
Brent,E09000005,18/04/2020,29,1266,,,
Brent,E09000005,19/04/2020,21,1287,,,
Brent,E09000005,20/04/2020,16,1303,,,
Brent,E09000005,21/04/2020,20,1323,,,
Brent,E09000005,22/04/2020,17,1340,,,
Brent,E09000005,23/04/2020,16,1356,,,
Brent,E09000005,24/04/2020,16,1372,,,
Brent,E09000005,25/04/2020,14,1386,,,
Brent,E09000005,26/04/2020,13,1399,,,
Brent,E09000005,27/04/2020,20,1419,,,
Brent,E09000005,28/04/2020,19,1438,,,
Brent,E09000005,29/04/2020,18,1456,,,
Brent,E09000005,30/04/2020,18,1474,,,
Brent,E09000005,01/05/2020,18,1492,,,
Brent,E09000005,02/05/2020,9,1501,,,
Brent,E09000005,03/05/2020,4,1505,,,
Brent,E09000005,04/05/2020,8,1513,,,
Brent,E09000005,05/05/2020,5,1518,,,
Brent,E09000005,06/05/2020,8,1526,,,
Brent,E09000005,07/05/2020,8,1534,,,
Brent,E09000005,08/05/2020,19,1553,,,
Brent,E09000005,09/05/2020,8,1561,,,
Brent,E09000005,10/05/2020,3,1564,,,
Brent,E09000005,11/05/2020,8,1572,,,
Brent,E09000005,12/05/2020,6,1578,,,
Brent,E09000005,13/05/2020,4,1582,,,
Brent,E09000005,14/05/2020,7,1589,,,
Brent,E09000005,15/05/2020,3,1592,,,
Brent,E09000005,16/05/2020,1,1593,,,
Brent,E09000005,17/05/2020,3,1596,,,
Brent,E09000005,18/05/2020,4,1600,,,
Brent,E09000005,19/05/2020,11,1611,,,
Brent,E09000005,20/05/2020,10,1621,,,
Brent,E09000005,21/05/2020,3,1624,,,
Brent,E09000005,22/05/2020,5,1629,,,
Brent,E09000005,23/05/2020,3,1632,,,
Brent,E09000005,24/05/2020,4,1636,,,
Brent,E09000005,25/05/2020,1,1637,,,
Brent,E09000005,26/05/2020,1,1638,,,
Brent,E09000005,27/05/2020,3,1641,,,
Brent,E09000005,28/05/2020,2,1643,,,
Brent,E09000005,29/05/2020,1,1644,,,
Brent,E09000005,30/05/2020,7,1651,,,
Brent,E09000005,31/05/2020,6,1657,,,
Brent,E09000005,01/06/2020,0,1657,,,
Brent,E09000005,02/06/2020,1,1658,,,
Brent,E09000005,03/06/2020,2,1660,,,
Brent,E09000005,04/06/2020,2,1662,,,
Brent,E09000005,05/06/2020,6,1668,,,
Brent,E09000005,06/06/2020,3,1671,,,
Brent,E09000005,07/06/2020,2,1673,,,
Brent,E09000005,08/06/2020,1,1674,,,
Brent,E09000005,09/06/2020,4,1678,,,
Brent,E09000005,10/06/2020,4,1682,,,
Brent,E09000005,11/06/2020,4,1686,,,
Brent,E09000005,12/06/2020,3,1689,,,
Brent,E09000005,13/06/2020,3,1692,,,
Brent,E09000005,14/06/2020,0,1692,,,
Brent,E09000005,15/06/2020,3,1695,,,
Brent,E09000005,16/06/2020,4,1699,,,
Brent,E09000005,17/06/2020,1,1700,,,
Brent,E09000005,18/06/2020,1,1701,,,
Brent,E09000005,19/06/2020,1,1702,,,
Brent,E09000005,20/06/2020,2,1704,,,
Brent,E09000005,21/06/2020,4,1708,,,
Brent,E09000005,22/06/2020,2,1710,,,
Brent,E09000005,23/06/2020,2,1712,,,
Brent,E09000005,24/06/2020,2,1714,,,
Brent,E09000005,25/06/2020,5,1719,,,
Brent,E09000005,26/06/2020,4,1723,,,
Brent,E09000005,27/06/2020,0,1723,,,
Brent,E09000005,28/06/2020,2,1725,,,
Brent,E09000005,29/06/2020,1,1726,,,
Brent,E09000005,30/06/2020,2,1728,,,
Brent,E09000005,01/07/2020,2,1730,,,
Brent,E09000005,02/07/2020,1,1731,,,
Brent,E09000005,03/07/2020,0,1731,,,
Brent,E09000005,04/07/2020,2,1733,,,
Brent,E09000005,05/07/2020,3,1736,,,
Brent,E09000005,06/07/2020,4,1740,,,
Brent,E09000005,07/07/2020,4,1744,,,
Brent,E09000005,08/07/2020,2,1746,,,
Brent,E09000005,09/07/2020,1,1747,,,
Brent,E09000005,10/07/2020,0,1747,,,
Brent,E09000005,11/07/2020,0,1747,,,
Brent,E09000005,12/07/2020,2,1749,,,
Brent,E09000005,13/07/2020,1,1750,,,
Brent,E09000005,14/07/2020,2,1752,,,
Brent,E09000005,15/07/2020,2,1754,,,
Brent,E09000005,16/07/2020,2,1756,,,
Brent,E09000005,17/07/2020,2,1758,,,
Brent,E09000005,18/07/2020,0,1758,,,
Brent,E09000005,19/07/2020,0,1758,,,
Brent,E09000005,20/07/2020,3,1761,,,
Brent,E09000005,21/07/2020,6,1767,,,
Brent,E09000005,22/07/2020,9,1776,,,
Brent,E09000005,23/07/2020,3,1779,,,
Brent,E09000005,24/07/2020,6,1785,,,
Brent,E09000005,25/07/2020,2,1787,,,
Brent,E09000005,26/07/2020,3,1790,,,
Brent,E09000005,27/07/2020,8,1798,,,
Brent,E09000005,28/07/2020,3,1801,,,
Brent,E09000005,29/07/2020,3,1804,,,
Brent,E09000005,30/07/2020,4,1808,,,
Brent,E09000005,31/07/2020,3,1811,,,
Brent,E09000005,01/08/2020,1,1812,,,
Brent,E09000005,02/08/2020,1,1813,,,
Brent,E09000005,03/08/2020,0,1813,,,
Brent,E09000005,04/08/2020,1,1814,,,
Brent,E09000005,05/08/2020,4,1818,,,
Brent,E09000005,06/08/2020,5,1823,,,
Brent,E09000005,07/08/2020,5,1828,,,
Brent,E09000005,08/08/2020,3,1831,,,
Brent,E09000005,09/08/2020,1,1832,,,
Brent,E09000005,10/08/2020,7,1839,,,
Brent,E09000005,11/08/2020,7,1846,,,
Brent,E09000005,12/08/2020,10,1856,,,
Brent,E09000005,13/08/2020,3,1859,,,
Brent,E09000005,14/08/2020,3,1862,,,
Brent,E09000005,15/08/2020,2,1864,,,
Brent,E09000005,16/08/2020,2,1866,,,
Brent,E09000005,17/08/2020,7,1873,,,
Brent,E09000005,18/08/2020,3,1876,,,
Brent,E09000005,19/08/2020,3,1879,,,
Brent,E09000005,20/08/2020,7,1886,,,
Brent,E09000005,21/08/2020,5,1891,,,
Brent,E09000005,22/08/2020,3,1894,,,
Brent,E09000005,23/08/2020,4,1898,,,
Brent,E09000005,24/08/2020,2,1900,,,
Brent,E09000005,25/08/2020,4,1904,,,
Brent,E09000005,26/08/2020,7,1911,,,
Brent,E09000005,27/08/2020,11,1922,,,
Brent,E09000005,28/08/2020,10,1932,,,
Brent,E09000005,29/08/2020,10,1942,,,
Brent,E09000005,30/08/2020,4,1946,,,
Brent,E09000005,31/08/2020,3,1949,,,
Brent,E09000005,01/09/2020,10,1959,,,
Brent,E09000005,02/09/2020,13,1972,,,
Brent,E09000005,03/09/2020,12,1984,,,
Brent,E09000005,04/09/2020,8,1992,,,
Brent,E09000005,05/09/2020,10,2002,,,
Brent,E09000005,06/09/2020,4,2006,,,
Brent,E09000005,07/09/2020,13,2019,,,
Brent,E09000005,08/09/2020,15,2034,,,
Brent,E09000005,09/09/2020,18,2052,,,
Brent,E09000005,10/09/2020,15,2067,,,
Brent,E09000005,11/09/2020,8,2075,,,
Brent,E09000005,12/09/2020,8,2083,,,
Brent,E09000005,13/09/2020,3,2086,,,
Brent,E09000005,14/09/2020,9,2095,,,
Brent,E09000005,15/09/2020,11,2106,,,
Brent,E09000005,16/09/2020,12,2118,,,
Brent,E09000005,17/09/2020,13,2131,,,
Brent,E09000005,18/09/2020,14,2145,,,
Brent,E09000005,19/09/2020,12,2157,,,
Brent,E09000005,20/09/2020,21,2178,,,
Brent,E09000005,21/09/2020,17,2195,,,
Brent,E09000005,22/09/2020,23,2218,,,
Brent,E09000005,23/09/2020,26,2244,,,
Brent,E09000005,24/09/2020,24,2268,,,
Brent,E09000005,25/09/2020,20,2288,,,
Brent,E09000005,26/09/2020,16,2304,,,
Brent,E09000005,27/09/2020,17,2321,,,
Brent,E09000005,28/09/2020,16,2337,,,
Brent,E09000005,29/09/2020,8,2345,,,
Brent,E09000005,30/09/2020,0,2345,,,
Bromley,E09000006,11/02/2020,0,0,,,
Bromley,E09000006,12/02/2020,0,0,,,
Bromley,E09000006,13/02/2020,0,0,,,
Bromley,E09000006,14/02/2020,0,0,,,
Bromley,E09000006,15/02/2020,0,0,,,
Bromley,E09000006,16/02/2020,0,0,,,
Bromley,E09000006,17/02/2020,0,0,,,
Bromley,E09000006,18/02/2020,0,0,,,
Bromley,E09000006,19/02/2020,0,0,,,
Bromley,E09000006,20/02/2020,0,0,,,
Bromley,E09000006,21/02/2020,0,0,,,
Bromley,E09000006,22/02/2020,0,0,,,
Bromley,E09000006,23/02/2020,0,0,,,
Bromley,E09000006,24/02/2020,0,0,,,
Bromley,E09000006,25/02/2020,0,0,,,
Bromley,E09000006,26/02/2020,0,0,,,
Bromley,E09000006,27/02/2020,0,0,,,
Bromley,E09000006,28/02/2020,0,0,,,
Bromley,E09000006,29/02/2020,0,0,,,
Bromley,E09000006,01/03/2020,1,1,,,
Bromley,E09000006,02/03/2020,0,1,,,
Bromley,E09000006,03/03/2020,0,1,,,
Bromley,E09000006,04/03/2020,0,1,,,
Bromley,E09000006,05/03/2020,0,1,,,
Bromley,E09000006,06/03/2020,0,1,,,
Bromley,E09000006,07/03/2020,0,1,,,
Bromley,E09000006,08/03/2020,1,2,,,
Bromley,E09000006,09/03/2020,1,3,,,
Bromley,E09000006,10/03/2020,2,5,,,
Bromley,E09000006,11/03/2020,5,10,,,
Bromley,E09000006,12/03/2020,6,16,,,
Bromley,E09000006,13/03/2020,4,20,,,
Bromley,E09000006,14/03/2020,6,26,,,
Bromley,E09000006,15/03/2020,7,33,,,
Bromley,E09000006,16/03/2020,6,39,,,
Bromley,E09000006,17/03/2020,9,48,,,
Bromley,E09000006,18/03/2020,13,61,,,
Bromley,E09000006,19/03/2020,6,67,,,
Bromley,E09000006,20/03/2020,18,85,,,
Bromley,E09000006,21/03/2020,16,101,,,
Bromley,E09000006,22/03/2020,24,125,,,
Bromley,E09000006,23/03/2020,35,160,,,
Bromley,E09000006,24/03/2020,30,190,,,
Bromley,E09000006,25/03/2020,26,216,,,
Bromley,E09000006,26/03/2020,29,245,,,
Bromley,E09000006,27/03/2020,30,275,,,
Bromley,E09000006,28/03/2020,32,307,,,
Bromley,E09000006,29/03/2020,22,329,,,
Bromley,E09000006,30/03/2020,39,368,,,
Bromley,E09000006,31/03/2020,46,414,,,
Bromley,E09000006,01/04/2020,49,463,,,
Bromley,E09000006,02/04/2020,39,502,,,
Bromley,E09000006,03/04/2020,31,533,,,
Bromley,E09000006,04/04/2020,37,570,,,
Bromley,E09000006,05/04/2020,28,598,,,
Bromley,E09000006,06/04/2020,41,639,,,
Bromley,E09000006,07/04/2020,38,677,,,
Bromley,E09000006,08/04/2020,46,723,,,
Bromley,E09000006,09/04/2020,33,756,,,
Bromley,E09000006,10/04/2020,24,780,,,
Bromley,E09000006,11/04/2020,25,805,,,
Bromley,E09000006,12/04/2020,13,818,,,
Bromley,E09000006,13/04/2020,33,851,,,
Bromley,E09000006,14/04/2020,22,873,,,
Bromley,E09000006,15/04/2020,26,899,,,
Bromley,E09000006,16/04/2020,29,928,,,
Bromley,E09000006,17/04/2020,26,954,,,
Bromley,E09000006,18/04/2020,15,969,,,
Bromley,E09000006,19/04/2020,13,982,,,
Bromley,E09000006,20/04/2020,19,1001,,,
Bromley,E09000006,21/04/2020,11,1012,,,
Bromley,E09000006,22/04/2020,13,1025,,,
Bromley,E09000006,23/04/2020,38,1063,,,
Bromley,E09000006,24/04/2020,23,1086,,,
Bromley,E09000006,25/04/2020,22,1108,,,
Bromley,E09000006,26/04/2020,13,1121,,,
Bromley,E09000006,27/04/2020,25,1146,,,
Bromley,E09000006,28/04/2020,11,1157,,,
Bromley,E09000006,29/04/2020,35,1192,,,
Bromley,E09000006,30/04/2020,24,1216,,,
Bromley,E09000006,01/05/2020,15,1231,,,
Bromley,E09000006,02/05/2020,15,1246,,,
Bromley,E09000006,03/05/2020,11,1257,,,
Bromley,E09000006,04/05/2020,14,1271,,,
Bromley,E09000006,05/05/2020,14,1285,,,
Bromley,E09000006,06/05/2020,36,1321,,,
Bromley,E09000006,07/05/2020,19,1340,,,
Bromley,E09000006,08/05/2020,24,1364,,,
Bromley,E09000006,09/05/2020,4,1368,,,
Bromley,E09000006,10/05/2020,11,1379,,,
Bromley,E09000006,11/05/2020,7,1386,,,
Bromley,E09000006,12/05/2020,20,1406,,,
Bromley,E09000006,13/05/2020,7,1413,,,
Bromley,E09000006,14/05/2020,7,1420,,,
Bromley,E09000006,15/05/2020,10,1430,,,
Bromley,E09000006,16/05/2020,5,1435,,,
Bromley,E09000006,17/05/2020,2,1437,,,
Bromley,E09000006,18/05/2020,6,1443,,,
Bromley,E09000006,19/05/2020,5,1448,,,
Bromley,E09000006,20/05/2020,4,1452,,,
Bromley,E09000006,21/05/2020,2,1454,,,
Bromley,E09000006,22/05/2020,5,1459,,,
Bromley,E09000006,23/05/2020,1,1460,,,
Bromley,E09000006,24/05/2020,3,1463,,,
Bromley,E09000006,25/05/2020,3,1466,,,
Bromley,E09000006,26/05/2020,0,1466,,,
Bromley,E09000006,27/05/2020,4,1470,,,
Bromley,E09000006,28/05/2020,6,1476,,,
Bromley,E09000006,29/05/2020,1,1477,,,
Bromley,E09000006,30/05/2020,0,1477,,,
Bromley,E09000006,31/05/2020,1,1478,,,
Bromley,E09000006,01/06/2020,2,1480,,,
Bromley,E09000006,02/06/2020,2,1482,,,
Bromley,E09000006,03/06/2020,3,1485,,,
Bromley,E09000006,04/06/2020,2,1487,,,
Bromley,E09000006,05/06/2020,1,1488,,,
Bromley,E09000006,06/06/2020,0,1488,,,
Bromley,E09000006,07/06/2020,1,1489,,,
Bromley,E09000006,08/06/2020,2,1491,,,
Bromley,E09000006,09/06/2020,1,1492,,,
Bromley,E09000006,10/06/2020,1,1493,,,
Bromley,E09000006,11/06/2020,0,1493,,,
Bromley,E09000006,12/06/2020,0,1493,,,
Bromley,E09000006,13/06/2020,1,1494,,,
Bromley,E09000006,14/06/2020,2,1496,,,
Bromley,E09000006,15/06/2020,1,1497,,,
Bromley,E09000006,16/06/2020,1,1498,,,
Bromley,E09000006,17/06/2020,0,1498,,,
Bromley,E09000006,18/06/2020,4,1502,,,
Bromley,E09000006,19/06/2020,1,1503,,,
Bromley,E09000006,20/06/2020,0,1503,,,
Bromley,E09000006,21/06/2020,0,1503,,,
Bromley,E09000006,22/06/2020,0,1503,,,
Bromley,E09000006,23/06/2020,0,1503,,,
Bromley,E09000006,24/06/2020,0,1503,,,
Bromley,E09000006,25/06/2020,0,1503,,,
Bromley,E09000006,26/06/2020,1,1504,,,
Bromley,E09000006,27/06/2020,1,1505,,,
Bromley,E09000006,28/06/2020,0,1505,,,
Bromley,E09000006,29/06/2020,2,1507,,,
Bromley,E09000006,30/06/2020,2,1509,,,
Bromley,E09000006,01/07/2020,0,1509,,,
Bromley,E09000006,02/07/2020,2,1511,,,
Bromley,E09000006,03/07/2020,1,1512,,,
Bromley,E09000006,04/07/2020,1,1513,,,
Bromley,E09000006,05/07/2020,1,1514,,,
Bromley,E09000006,06/07/2020,0,1514,,,
Bromley,E09000006,07/07/2020,2,1516,,,
Bromley,E09000006,08/07/2020,1,1517,,,
Bromley,E09000006,09/07/2020,2,1519,,,
Bromley,E09000006,10/07/2020,1,1520,,,
